Tweet_Text,Label,user_name
non muslim nahi likha maennay kuchh naam likha h kisi bhi yahoodi ya isaai ko khud say puchh kar survey kar lo pata chal jaaeiga ki without bhi sirf aur sirf aik hi allaah ka hona maantay hain ya one allaah risaalat per inka aqeedah thick nahi h isleeey gumraahi h yih log,4,Krsna_666
tairi maan kay saath practical karloon tabhi tu phir say niklaiga tairi bahan bhi nachaunga,0,SauravGupta7050
dear deserve better mil jaao bc kahan ho,2,meethi_puri
hn maloom h maloom chal,0,envyahmedd
sab bata doon kya,0,_mohyudin
ratt abay sale choohay twitter par hi bolta rahta h kabhi saamnay bhi bola kar bc,2,astrayrenegade
thorra pata hi kabhi bataao ge,0,NotAliMeer
saala bhagoda leader har bar qaum ko chod kay bhaag jata ha lanati,2,MuhammadTahaaa
army chief rishtay main patti ka baap lagta hai,2,Behnchod10
mairay comment pae aapko ghusa nahi ata,0,RodKarthik
haha lakh di lanat tairay munh tae khottay okay puttar lanati yahoodi lobby okay agent haraamkhor badzat ddalay,2,DumbKachwa
yih kya bat hoi ab ja ra tum be ja ri huh,0,letmeletitoutt
season mairay paas tum big releas soon hamzah ali abbaasi,0,CuleBabe
yaar bhijwa dain aap aik carton,0,Sanatani_life
ittifaaq say nahi takraye ham donon kuchh saazish khuda ki be hogi,0,wallfukinflower
bharrway apni maan ko bacha pahlay wuh kitnon saaey chudwa rahi h daikh ja okay randdi okay bachay,3,saxblah
bhaai aaj e mgwai hi online bahanchod mgwai thi large aik kutttti ki bachi chhotti nikli h yih poori ai h edy nal e sardiyaan kadniyan ny hoon maray banday,2,hammad4L1
runid taira randdi ronna,2,Hanzalahbutt4
kun aap mingle karo ji,0,klassyrahulfans
raushani chand say hoti hai sitaaron say nahi mairi kishti wahn ddoobi jahaan paani kam tha mairi post mairi marzi,0,walker_who_
bc nahi aa raha mazah koi crowed ko jaga ill pay,2,Ibrahim94046752
agar dum hai ttoh sana ki bach bitching ki video daal abhi dum hoga ttoh tujhmain dum nahi any mujhay block kya hai sab naak main dum karo video mango saala siyaapa inka,0,SajjuDir
allaah hi day ga banday okay bas ki bat nahi hanye,0,nocontextfooty
ham yahaan tumhaari baat nahi kar rahay,0,highonEcstasyy
yih kya bolrhy janaab printedcircuitboard na hire ki ha bid tu gone bid first without dainga na paesay printedcircuitboard ko aue khud without advertisement sa kamah ga aur viewershop etcetc sa,0,Sanghdeep_007
jo bhi hon bahan hon naw,0,Arsall_96
mairi piyaari randdi agar tairi yih baat saheeh hoti tho tairay porky leader kab kay mar gaaey hotay tho lihaaza tu apni lanat apni gaandd aur phuddi main bhaij day uska address tho tujhay kya tairay pooray muhallay ko pata hoga,2,areyarjun
yaar aik dafa gif paaey mairi aik dost ny kaha kay yaar yahaan aesi lag raha hi jaesay kidney pain ho raha ho,0,ahsanali300
ahmaq aesa hi kartay hainahmaqon ka hi bol bala hai,0,9nietshukla
bore kar rahay hain waalay rashmi ko faaltu ka footage,0,Toosaltyyy
tu hamain saal contract pae ddhakay na khaanay party,0,rozm1s3ry
get your fucked first your ex pahlay madarjaat dkbosedk haram ki sulaad sale pahlay pad ttoh lay chootiey caa hai kya munh mila hai ttoh kuchh bhaunk daita hai gaanddu,2,faamayking
sab aik jaesay htte bus dasnay ka tareeqah mukhtalif ha,0,akilahemedd
bosdk eid likh rakha,1,196khi
khinzeer ka haal bi khinzeer waala hoa lanat ho bayghaerat par jahannum men sar raha ho ga,2,hadik9727
ooooooppppsss solly bhool gaya tha,0,NeoKhan11
agar aesay hoa ttoh akhrott rakh daiga apnay bhar nikal kay,2,paandugh
mahwash maira naam daikh kar muskraoo mat mujhay sharm aati,0,PaladinContent
mister imraan tufael good knowledge randdi respected family much knowledge randdi daal main kuchh ttoh kala hai,2,_ahmad138
nahi wuh maira account use karrhi thi kab say,0,binarydenary
kaun ziyaadah jhoott bolta hay larrkiyaan larrkay sach banttna,0,Hamzaay_
aunhy koi masla ni hai,0,AsadYoumna
aik tha larrka aik thi larrki deewaani,0,notsobann
aruuu kuchh bc hansi ni ruk rahay tea fantastic coming soon hahahhahaha yih chootiya army ka spokesperson hai,2,paandugh
aik mint marnay okay bd kaun bat karta h dffr,0,whoisur_daddy
bharrway bbt zadah ni hogaey tairi following,0,lordhuzaifa_
okay main un sai maang leata hon,0,stuckoneli
nahi roko main tweet kar kay betati hon saahib ko,0,GarimaSinger
daikh sab ko pata kay ab tu mujhay yaad ni karti,0,Lilmissburnout
yihi cheex hi bruh attitude ki jaaey ego ka baap hu main bhi,2,TeddManTired
beebi zaroorat kya ha aesi tweet ki jin ka positive jawaab be aap ko nagetive lagay tweet hi aesi karo na jin ka jawaab sirf positive hi ho,0,paandugh
nt getting love deserves naive jo koi ata hai bol okay chala jata hai,0,dj_maz99
ratt qabristaan mi jah okay daikh laaein ki ka jism ki ki marzi,1,iHaris0
deepika randdi hai jo hindou ko badnaam kar rahi hai,2,rxsesgoldn
haamid meer any ziyaadah tar lifaafay bhooton ki jaib say nikaalay thay ji ki wajh say qatalana hamlah kya gaya tha ji say bach gyapak ko are barbaad karnay okay leeey,0,hassankhanssj5
hatt bahanchod,2,haoba0
whats akhrott,2,Zantox007
jab booty ny tujhay galiyaan nikaali tu tujhay samajh aa jay ji okay niyaazi ny ghareeb ka kya hal kar diya hi,0,dar4447
patti government coronavirus pakistan kaddu jan chaddo ge bajwah sab sab aap kay saamnay hai,1,naeem_ahtsham
sahay kha ghalat socha tha haha,0,oorepiyaaa
yaar tum sar ziyaadah aur ahmaq dunya main nahi aik chor billionaire ko paesa day rahay ho,2,frankie_ramdyal
afsoos da pakistan kharamkhor randdi army,2,Rish_Roh
kal logy kal be yihi hisaab hoga jaldi jana saaey pahlay,0,Priyalgupta_
haha yaar mujhay ludo pae pata chal gaya tha kyoon pouch rahi saari,0,Priyalgupta_
ratt bharrway masjid maen hoon maen,0,7cking__Mad
tarh okay nmoonay digital khusray lfafi bbhi apni market bhi pak army pae bhonktay haen lanati,3,Sojiiinnnaaaa
chutiyen saalay hindu ko apni tarh hijra samjha hai yaad rakhna agar ham bhagwaan shree ram ko puj tein hai ttoh mahakal ko bhi puj te hai,3,ilovecocomo
yih saali daaud ki rakhail h randdi h saali,2,chupbsdkk
aunty aap sunni shia barelvi ahmedi etcetera etcetera etcetera kya ho,4,baefikri_memer
mahngay ka khaatimah ho raha ha,0,I_m2harsh
hello ahd okay barray main kuchh mat kaho,0,skeltraa
kuchh nahi hoga sir yahaan koi nahi hai saheeh aur ghalat ka faeslah karnay waala,0,altingmight
oh taubah istaghfaar shukr gai aap okay waala islam ni parrha warnah aesa dimaagh hota hota main deewaar maar daita kidhar nikal gai hai yaar awaam,0,xWatermelonsx
ratt munh say moongfali tooth nahi rahi hai aur gaan say akhrott todne ki baat kar rahay hai,2,morbidmophead
bhaai main kyoon naaraaz hoon ge aap say,0,_mohyudin
musalmaanon khud ki nalaiki hai tabhi aaj katto ki tarh jootay kha rahay hn kya ab tak kisi yahoodi mulk any koi apna airbas ya border diya jo koi musliman yahudio ko say jhang karay yahaan kitnay musliman mulk hai doler lainay okay chakkar man apni zameen bhaij daitay hain,1,nasdeshyak
ya sab aap bol,0,highonEcstasyy
murtaza shah sab randdi kabhi kisi ki yaar nahi hoti bus paesa earn karna hi motto hota hai ka kaamraan ko hawa ka rukh badla hoa nazar aagaya hai,2,_mohyudin
main thak hu aesi aankhain phaarr phaarr kar kya daikh rahi,0,wolverine1321
bc tum ho main zoya hoon,2,haroonbangash98
ya din be ana tha,0,AhmiiBaloch8
astaghfirullaah bhoot manhoos lag rahay ho charsi real be kala meme be kala aa thu shakl sai nah meme two sai kar,2,raniijuice
sale kuttay bahan chod mulle sale block karta e maadar chod khud ko saala critic bolta e galiyaan sunnay ki auqaat h ni tairi sale khud kasi pant gilli ori tairi bhosdhi kay auron ki filmon ka mjak udata e bhosdhi ka kutta maadarchod mulla bhosdhi ka,2,notsobann
bhaai aajkal yih bheemta waalay log jyada hi uchhal rahay hain jitna haram ka mil raha h utna hi bhaunk rahay hai yih sab,2,areyarjun
aesi baatin public main kartay hain tameez nai sikhaai kisi nai,0,timepass_tool
shakl bhangiyon jaesi h tumhaari par kaam you be badtar krrhy ho tum dafa hogaey ho pakistan ttaang kyoon arra rahay yahaan bikao faqeer,2,vbasicbitvh
naheen date bhaai ji pata ni apni shaan okay khilaaf samajhtay h,0,SugamSudrjaaa
kuchh nahi hota maennay kitni baar bahanchod maadarchod lawda maan ka bhosda likha hai maira account ttoh aajtak nahi gaya everyone seeing tweet bhsdiwalo ab report mat krdiyo,2,Ali55735287
par main hindu hoon tairi maan hindi hi chod danga tu sunaiga aur bahanchod tum katuo any banaaya h aurton ko pair ki jooti na ki ham samhh ra h na bsdk,2,Ali45904022
agreed take point controversy like mentioned ddaaku proof aap okay father be nai magar zabaan zad e bat hi kah di aap ny be like ritchie ny be mention kya okay aesi baatin suni gai hain leave,0,amaanseven
randdi uska name watch list minute tha na okay ecl minute jab okay taaray yaar nawaaz chor ka name ecl minute ha,2,akhilbrothers89
na maira koi scene hai na gpa teen hai,0,bbian_drdz
haha har jana hai salmaan ny,0,_divyanshj_
man saving valverde fuck midget bahanchod,2,AndaHumpty
bahanchod guy,2,ritishhh7
nobody hate yih maira whem e shadeed ay,0,Behnchod10
ratt randdi rona karnay ki itni aadat hogaey hai okay ab koi wajh nah hai phir be rona raha hai,2,syedalibehzad
friend saaey baat chhupaanay ki koshish,0,sforshaina
idk everyone bored quarantine mujhay barra mazah aa ra ha bored ho tiger force join karlo,0,Billahubhaisaab
aur pashtun tumhaaray lay izraaeel ha jo maut say nai derta,0,Billahubhaisaab
hahahaaa sale ka card gaya kutaa ban gaya bhaunk kuttay bhaunk taira dard dikha islamist jehadi camel urine waalay,2,TeddManTired
tairi mihrbaani beebi jahiloun ki tarh behes nah karo,0,whattushsays__
winning chicken dinner,0,Billahubhaisaab
general niyaazi surrender front india along pakistani hijra soldier imraan khaan niyaazi surrender front afghanistan,3,simmmruuun
ab kya boloon bus intehaa ki zalaalat hai aur mentality apnay daikh li hai called youth minister ki ji ka baap bhi minister tha jiska taaya bhi aur jiska aadha khaandaan abhi bhi pp hai,2,Burhan_Saeed10
hisaab jawaab zakaat chore fammi yahoodi labi nawaaz pahlay say paesay wallaah tha aur hai yih niyaazi family any nashah kya hoa hai,1,astrayrenegade
bahanchod bahan ko kisi patthaan na choda hi kya ya bahan kisi patthaan ka saath soey hi kya jo tu yih bol raha hi,3,DukhHuaSunke
door naheen lagta aesi sunsaan jagah per,0,SahilQu82456148
khadd ko istaemaal kar liya kar,0,his_dholida
kaash kisi ko mairay pay bhi crush hota koi mujhay confess karta aur phir main kahti chal jhoottay,0,chupbsdkk
human ignore karnay waalon ka bhi aik din hisaab hoga,0,reechkhanum
shukla ka behavior changed hoa hai usko bola gaya tha love,0,wasam_saeed
jo rishtay smbhly na jaaein awain bana leeey,0,noturkhushyeah
bol okay lab tairay aazaad haan,0,WajibAlCuddle
itna sar dard ho raha hai shauhar hota sar daba raha hota waqt,0,martctoberr
gawaar pahlay padh fur munh khol aur rk baat mother par mat jana warnah wuh sunogay jiska meaning dictionary main bhi nahi milaigi tweet samajh main na aaey school ja yahaan mat bhaunk samjha,2,martctoberr
abay paagal army hijras didnt provide evidence attack attack claimed ask come evidence like,0,dhaniyahosego
mujhay be koi chayea because khud bajay sota ho,0,drSachinBudania
sir yih dunnya barri ajeeb ha tabdeeli say pahlay without insaan ko khatm kar daiti ha,0,ZEE5India
ahem mathematics waalay hain,0,jeonsuphoria
ddanddi say patti tairi body hai gaandhi ji ki dhoti main chhottay akhrott,2,Chetangrwl88
ratt google randdi please privacy wapas daiday please bhadwi,2,oofysuraz
february ko kahi suprise e na ho jaaey haha,0,_oxytocinn
ttheek baat hai laikin aulaad agar itni bayghaerat na ho to khud ko surrender karday aur saabit karay kay nawaaz shareef bhi wapis ajaiga,2,MONS7ERREP
issi qism okay ulama okay leeey dozakh ka sab say bura maqaam hey yih bahut brra behropia hey,0,abayrays
think tum ny kuchh ni choda ho ga,3,_sydrakaif
logon ki jahaalat khatm karain unko musalmaan hone ki saheeh trbeat karain honor killing islam man ni hai kay honor killing ki wajh say aaplog parday ko issue bana kar maira jism mari marzi karnay lgen,1,cheese_paratha
yih aaj kal sab ko challenge krr rah,0,highoncerelac
main pilot hoon father okay paesay udati hoon,0,stuckoneli
wb saaey wish ki ummeed rakhi ja sakti h okay naey think naey ummeed paaey dunya qaeem h,0,SajjuDir
kuttay ka bacha tairi baap ko kaha tha bharrway nay tum ho he soar ki nasl tairi maan karachiuniversity kuttay yen randdi ki aulaad,2,ishfaqbabar3
and league nay maraasi barrhti keeey hain one,0,Azad14s
bahan chod bayghaerat zamaanat niklo fuzool bakwas band karo,2,Callofd39077272
you kay yaadain,0,taimur3124
sab say pahlay you insaan ko khush rakho jissay roz sheeshay main dikhtay ho,0,rawbaeyaa
ch saahib insaan ko hypocrisy check karo mairi tweet ka khud reply kar kay pahlay english pae taunt mara phir article send kya phir bomb blast ka bola aur ab kahta hai main any start kya sab,0,curlysadsurly
haha yahoodi khaanay saaey ho ni jata koi lagay raho dil ki bharas nikaltay raho,1,_mohyudin
aapko pata tha okay ab naya pakistan banay ga tab hi apnay puraanay pakistan ki seedhi road ki aur naya pakistan ki pull okay saath wali picture lay okay patwari honay ka suboot diya,1,MuhammadTahaaa
yes pata nahi bc sidnaaz ka drama kyoon ni khatm kar rahay yih log,2,_lessthanzero__
oufffffhoni chaaheeey thi to,0,ST34011
yih larrkiyaan nahi khusray baetthay hotay hain jo offer kartay hain tharki taeyaar baetthay hotay hain,3,NikhilC69036953
aaj paka parrhna decide,0,muhammadulfat13
good next time be kabhi koi chizz mat mangnnna cause mind heart stay blessed,0,saffron_kafir_
aapkay bahan ka koi qusoor ni ha your main usay tang kar raha tha usay kuchh mat kahna please,0,PTI_Fans_Club
lagta hai tairi maan randdi hogi iseeleeey tu aesay baat kar raha hai bhaai thoda control kar sab ttheek hojaaeiga tujhay tairi maan kay ilaawah doosray bhi milaingay chodhne kay leeey,2,coldenoughfy
dil bacha ha ji,3,Arsall_96
aap ko ttika lagaanay ki chas aai hogi,0,psychoSYh
punjab gharat hoti tu aaj khaalain makhlooq dool na baja rahi hoti yih nawaaz shareef ki shakast nahi hay yih pakistan ki shakast hay angrizon kay kutya nehlanay waalay jeet ghaiy hain,2,Mir00515503
bhaai pange mat lay trained hai par kaatt laiti hai kabhi kabhi,0,bbian_drdz
shehnaz yih sab acting kar rahi h ussay pata h ki janta ko kaesay bewafkoof banana h nd ghar waalon ko roi nd sid nd group ko boli mujhay chod kar nai jaaogay na nd sid any himanshi say mileeey na ki shehnaz okay kaha ki mujhay himanshi say milna h bahan fake banana band kar himanshi aa gai h ab,2,ShaikhSb10
aajaao mairi randdi maira landd khadddda hai tnhari choot aur gaandd main ghusnay okay leeey aur tumhaari cheekhein niklengi oh itna bada aur motta landd ugffg chodo zor see mazah aara autumn chodo uf aah harder,2,AzadPakhtun007
piyaar kisi okay khaanay pi ni ho sakta,0,smokedfringe
happy burfda aap party hard ha uga,0,MakhdoomJahania
talab talab be tairi hai mujhay nashon nashah banka,0,vipinelect11
ja sasti char kay nashay kar,0,eva_says__
yih mahira kya bol rahi hi okay shehbaaz sana ki soch gandi hi asl main pahira ki soch gandi hi tabhi mahira okay bhaai any kuchh nahi bola,0,FaisalJ62849064
raat okay sawa baara bajj rahain haen aur kuttay kah bachoon ko abhi waqt mehndi karnay ki yaad aaey hay bc pooray shahr ko jaga diya hay inhoun nay firing firework kar kay,2,exxoticveer
ya allaah pak ham per rahiam farma hamain baks day,0,ErKrishnaKashy2
class main aik aesa banda zaroor hota ha joh back benchers aur topper donon category ata ha aur wuh teacher ko be achchha lagta ha aur bayghaerat be full hota ha,2,VEN0M0USV
jab zamaanah hi khhud bahanchod ho tau un ko koi haq naheen pohonchta okay wuh hareem shah per tohomat lagaaeeey dunya waalon apnay ghar ko daikho hareem shah kay peechhay mat paron,2,Mainramiz1
achchha na bataao mujhay pata hai,0,BruhhhMontyy
ratt kya bos tum bare hi bc niklay,2,jagjitlive
haha yad e karwa rai thi,0,Latifbangash321
tum and ub tak eejaad ni ki uf,0,amitrai22984929
khaana naan,0,SabirNawaz4444
tairi bahan abhi chod kar uttha hoon raat bhar paila usko,2,AmirSha92454607
year saal say main daikh raha hoon aapko yahaan,0,freejeager
abay chootiey sulphate pahlay kisi ko izzat daina seekh lay na hoti hai ttoh band karday yih sab bahanchod popat saala,2,martctoberr
hn lo baaba hn lo aakhir aankhain jo awesome hain,0,khanshamihotma1
tumsay without bhi nahi bach father rahi,0,khanshamihotma1
zara sochain agar kisi agli ny ya dua maangi qabool ho gai tu aap ka kya ho ga,0,ul_ahsen
kal ko bura laga isko kch aur usko boldiya bahanchod munh band kar naaraaz hoon main zadah masley hongay,2,Abidkha11069281
look talking class tuhmari tuhmari socold wife ki class daikh hi chukay hai aur jahaan shareef bannay ka drama kar raho ho,0,SugamSudrjaaa
be okay l day tairay be ki bat hi nai bc aik kutta bhaunk day bc tu ghar ghusnay waalon say h,2,khanshamihotma1
haha mgy be kuchh samajh naey raha ham be awean lagay hoey hai part awaen boli jaaoon aap be kuchh be,0,AmirBaluch7
har safal aadami kay peechhay aik aurat hoti ha aurat kay peechhay aik nikamma aadami ka haath hota ha jo visible nahi hota,0,kannu09774504
hota hi laikin ahem ny exam write e karna hatta even practical be koi performance ni karwaatay agar na be karain yih parrh saktay yih poochh rahi,0,AliRaza93011853
ahmaddiya muslim persecuted minority peace loving people ideology,4,ZaidPir2
bahut hi mast lag ri hain,0,AmirSha92454607
nahi tu sasta nashah kar kay log pangay lainay aajaati say kida jaaey yes ab,0,75Sahirkhattak5
asma maam kyoon munaafiqo par likhtay hain aap saaray bayghaeraton any mil kar awaam ko ttopi pehnai hai khuda karay yih sab kuttay ki maut maray bharrway saalay,2,Ak4797417947
agli barri tairi niyaazi,0,jeonsuphoria
auqaat par aagaya tairay dharm yihi khasiyat hain bahan betiyo ko gaali daina tairi bahan ka randdi naam saheeh h,2,Talha30555358
your kya br br replly diey ja rahay ho hamain musalsal notification rahay,0,bbian_drdz
your yih connectiona ko ko nikaalo ghar say big bos railway ki hadtal lg rahi h,0,BansalVandita
allaah dil ka haal janta ha brother know okay kaun kisi ki help okay lay kar raha kaun show okay lay,0,abdul41107564
chootiey jhopad patti kay raja jollu shiva jollu naween chintakunta chennakeshavulu yih sab kya tairay baap any paeda kya hai rape karnay kay leeey,3,thinking_ape_
intiha kay kameenagi dikhaaeeey hay bhaai aap any tu,0,Naman37260088
mairi bahan yih qaabil e dast andazi police jurm hi nahi,0,priyam1_raj
ummeed day rahay hain bc,2,Mr_hamzay
tum khud kahti ho kay kay mujhay mention naw kya karo,0,Chandan47023582
aapka fb mujhay kab milay ga,0,socialfauji
lavde sale gaanddu tairay ko kuchh pata hai bahanchod gaanddu saala chor saala bhagoda,2,imbilalbuttt
aesay hi sab kaaghaz dikhaingye jaesay tu ab dikha rah h charsi,2,KhanKha34821903
bhand kuttay bsdk charsi hindu kabhi terrorist nahi hota jaahil,1,ahsanali300
think dunya taiz ho gae hi yih fb tweeter install pi logon ki itni brhmar hi okay sab aasaani mil jita hi you milnay ki qadarr kya khaak honi,0,Mainramiz1
agar aap fata say hn khuda ka shukr karain okay pak army any aap okay ilaqa ko clear kya hai terrorist say shukr karain pakistan main hn afghanistan main hotay phir bhaai apnay mulk say aur mulk okay bandon say piyaar karna seekh pakistan any america ko naey kha tha afghanistan pae hamlay ka,1,jahaan_arabegum
without maan nai raha tha mujhay insaaf dilaanay okay leeey aakhir thak har kar any apni jaib say hazaar ka note nikal kar jaldi say un kay haath thama diya sir please ab maira kam kar jaib daal kar jaldi say mobile say phone karnay lag gaya,0,NickNameTipUu
randdi ha saali,2,ammarawan2918
iski price decrease hoi hai oo say ziyaadah thi iski price,0,yourdad47134874
lanat lanat lanat lanat lanat lanat lanat lanat lanat lanat lanat lanat lanat lanat lanat lanat lanat lanat lanat lanat lanat lanat lanat lanat cgor imraan yahoodi bayghart kashmir frosh par lanat,2,kamilkh82780196
ratt itna to koi charsi bhi naey sota yaar jitna man soti hoon,2,Pratham_fcb
ali bhaai ab tu kuchh sumjhe laala ko captain announce karain,0,SattarAhmadRph
yaara kuchh logo and dimaagh ki lassi banay hoi,0,ali38949735
behere andhay ho gaey hai aaj ko english main baat kar raha hai change bigg bos person,0,bbian_drdz
kyoon aap larrki ni ho kya,0,7cking__Mad
aword ni award hota ha,0,AnkitMi72987508
mahabbat be shuru ho hi jaati ha har kasi ki story ka start different hota ha,0,RMuaz2
maadarchod tumsay poochhay jo bhaunk raha h randdi kay bacche,2,khanshamihotma1
rikhshaw auto driver human donot dare defame bxdk tairay baap any padha likha kar yih literacy certification dilwaaya kurkuray tujhay,2,Drkwiz09
wuhi log dhoka daitay ha jo aapkay qareeb hotay hain,0,Naman37260088
zaroorat hoti hai yaad kartay hain kahtay hain ham tum par martay hain,0,SChudary1
itnay arsay baad cool name mila tha account ka aik line poora ni aata maaro mujhay,0,MSQures41138794
bahan chod muslim ladkay ka name hatta okay hidu ko kyoon badnaam kar rahi hi randdi,2,Jash202112
waaah sadqay jaaoon tumhaaray plan pae,0,abdullah_aheer1
tum ab rest khud ko game hrai hai koi makhol ni,0,SajjuDir
halala ki aulaad spotted,4,muhammadulfat13
seems bahi kay performance nay indirect taxation barrhaanay per majboor kar diya,0,juga_2222
muhtarmah roz light ki update laiti okay kitni lpad sheding ho rahay ha islamabad ab keerra mar raha ha jo okay andar tha,2,greaseduck
mida har har waqat har lamhah patti ki bend baja raha aur awaam per yaqeen be kar rahi aur maosi pehlta magar aap ya patti per kuchh nahi karti aap ko musharraf ki ttairrha ko lagaaam ddalni chiye,0,Flutter_Amir
self love bahut hogaya ab mujhay someone el love chaaheeey,0,John_wick_00
mairay leeey sana first second aasim because gd nd nyc person,0,saadkha49116242
haana ab kal ka jalaibi tairi taraf say,0,Youwontlikeit1
everyone getting crazy official anthem psl bad take chill pill itna be bura ni h gaana,0,Mahmud_BadBoy1
hindu bahanchod hi ki gaandd hi keerra hota hay tum hindu ho hi haraami tumhaara kabhi baap nahi hota,2,khanshamihotma1
wah jnu kay kutton kay baaray main bhi bhaunk lay thoda,2,AOK_special
your scooby yih ghalat ha,0,75Sahirkhattak5
yih koi randdi khaana,2,75Sahirkhattak5
guy aapnay maira pichhla post daikha hoga usmain maennay maaaz bharrway ko tagkia thauski wajh yih hai okay maaaz messenger aur fb say block hoa parra hai zucc ki ka bhosra zucc pae lanat bhejkr share karain,2,ChokkaraNavina
kaun tha wuh ji any mujhay chemistry aur physics paas kya bayghaerat mujhay aaj be chemistry nahi aati kaun baysharm tha,2,Sumit_23147
bt randdi please chali ja please bhadwi,2,asif61506563
bahanchod,2,bilalkhanypl
yahoodi ghulaam imraan chore zakaat okay harrami chamchay saaray harrami logown ka akath hay patti,1,SonuShahTLY
fake ji haraamzaadi ko ji maan pajh gai see ko ddraamay hi karnay aatay hai listen dear aap apnay application ko jo samajh rahi ho na okay aap pata nahi punjab main koi toop ho ha ho besoori toop ha sub say main bad ji ko sall ka piyaar bhool jaaey without randdi hi ho sakti hai,2,TENSION69N
you din bol ri thi haan har gae ab be kardo thak gae hu,0,parodyX_X
poetry jo thi camera ghuma okay bal set karnay ka tareeqah ay hayyy mazah aagaya,0,ubaid_khattak1
tu priority hai kisi aur ki tairi priority koi aur hai,0,Ramish0390
kya bat hoey ha ki nay ki ha koi bat,0,rockymental479
lagta hai bahut kuchh sikha diya zindagi nay abhi say,0,Ayu_h2sh
pata nahi any daikhiii kaunsi wali hoorain hain,0,EditsDeka
europe khaila karo jaldi milay ga,0,Souravkaushal
tu without bharrwa ha jisay kisi hal sukoon nahi agar without nahi jaaey ga tab bhi tu royy ga okay bahar nahi bhaij rahay agar without jaaeiga tab bhi tu randdi rona roey ga okay daikho imraan ny deal kar okay bahar bhaij diya tum jaso ka ilaaj sirf kuttay ki maut ha ba fursat nikal okay fauran khuskishi kar lo ba,2,kamilkh82780196
beghyrat inssan tum kya yahoodi ho,1,Billahubhaisaab
swara ko randdi kahna un hajaro aurton ka apman hai jo yih kaam mamboori main karti hain,2,xyten10
kab tak chhupay gay ab bata be day sab ko,0,Muhamma63499002
yahoodi kabhi tumhaaray dost nahi ho saktay zionist time muhammad saw sati l every action wa muslim islam,1,Sanatani_life
tum ja raha hn huh,0,75Sahirkhattak5
yih tu aik novel bhi hai,0,abdul41107564
father give eedi khaan tax nikal bharrway,0,AkshayK47261647
agar tum plan kay sab say zaroori banday ho to side nahi karsaktay,0,rajputsuresh91
bc phir say quetta blast hona shuru hogaey harin pak army kuchh karo kuchh bhi karo haalat ko normal karo yaar barri mushkil say mulk peace aaya ha ab isko jaanay nahi daina please kisi bakwas ko na suno ham log aap okay saath hain dushmanon ko naakaam karo mulk ko khushaal karo,2,mark80982274
oh bc yih kisnay kar diya ab,2,yawrhussnainhun
agar log larray kar rahay hon ttoh aapka farz banta hai kay aap neechay baetth jaao taaki peechhay waalon ko bhi dikhaaeeey day,0,thinking_ape_
agar aap apnay leeey maheenay okay khaanay ka intezaam kar saktay hain barahee mihrbaani kisi bhi relief fund saaey ghaer zaroori imdaad matt lain yes haqdaron ka haq marnay okay bararbr hai,0,18kingVk
bc ab kya kah diya,2,yawrhussnainhun
next kuy asa program broadcast na hu oar na hi kuy ashaab e reasol with with ki insult karay,0,Tehmina11618794
tu izzat kay saath you bharrway ko samjha day gashti aurat,2,nasdeshyak
ratt haraami friend,2,SonuShahTLY
you say depression jaaeeeiga tharki pan ajayega aur pay shaekh saahib ka haq hai,0,AhmadBi36785671
taira baap chaara we kha gaya tha,2,75Sahirkhattak5
waesay mujhay be nahi milay ga,0,Behnchod10
kabhi kabhi mairay dil man yih khayaal aata hi main dunya main aaya hoon kiss leeey,0,Behnchod10
aaj khud par afsos ho raha hai kuchh sal pahlay phalastine waalay kahtay thay ham pakistan hai aur pakistan ka atomic bomb hamaara hai,1,Behnchod10
nahi nahi baari karni chaaheeey any yih kab kaha kay life waste kar tu na saheeh aur saheeh,0,Behnchod10
ab khail jammay ga best one full stop,0,Behnchod10
ahmad shah apni jaga pae h eeraani girl ki apni beauty ha,0,teroristimm
tum apnay rub ki kaun kaun say nimat ko jutlao ge,0,HFaisalRehman1
jab hindu aur sikh ko maar maar kay convert kartay ho pakistan main tab yih achchhay khayaal kaha jaatay hain doctor nimrat wa raped amd murdered pakistan recently government tried father suicide practice preach stop blowing ahmadiya mosque fun,1,sajalsupremacy
slip jo hai aapkay father uspy aap week kay andar andar lay sakti otherwise okay pay karo ji tab milay ji,0,KanzaKubra
kaun sa group hi,0,NajafAl85420727
aray yih soundcloud kyoon nahi chal raha bahanchod,2,heena0317
kaafir zee anyone seen yet,4,itnamatbolo_333
bhaai pahlay bhi rupiyay ki hi thi parchi ab without bhi khatm kar di,0,Noor68847526
hawwwwwwwn daikh rahi hon,0,love_delanwal
yih saala halala ki paidais hai yih sab eske dna hai,4,thedictator0070
jaao oe koi ni without samajh raha ha okay shaayad maen aap okay saath flirt kar raha hon ya dana ddal raha hon ya kuchh bhi eesa jab okay eesa nahi ha,0,imeyerollemoji
sharifon ka kisi bhi baat ka jo aetibaar karay ga bahut barra ahmaq hoga,0,WaqasAk20449609
ten na lo please acc wapis ajay ga insha allaah,0,F16JATT
ahmaq tvum khud ho jo samajhta ha okay nro day sakta hoon baychaarah khaan saahib wah pakistan,1,YasrNyazy
kutttti aurat zurtaj,2,irhakha50398631
asli winner sidhartha shukla hi hai yih pata chal hi gaya ho ga be trophy daina baki,0,ABIDIQB66465878
